%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
CONTRADICTION	 ( ( A ( blond child ) ) going:is_going_down_a_slide_and_throwing_up_his_arms ) 	 ( ( ( A child ) ( with ( dark hair ) ) ) going:is_going_down_a_slide_and_throwing_up_his_arms ) 	3.7	9014
NEUTRAL	 ( ( Some women ) ( are and:dancing_and_singing ) ) 	 ( ( A woman ) ( is ( and:dancing_and_singing ( in ( the rain ) ) ) ) ) 	3.8	1237
ENTAILMENT	 ( ( A band ) ( is ( playing ( some instruments ) ) ) ) 	 ( ( Some instruments ) ( are ( being ( played ( by ( a band ) ) ) ) ) ) 	5	4851
NEUTRAL	 ( ( ( A person ) ( with ( ( ( a ( red ( hooded jacket ) ) ) and ) ( a ( black backpack ) ) ) ) ) ( is ( walking ( near ( a ( rocky wall ) ) ) ) ) ) 	 ( ( ( A man ) ( in ( ( ( a ( red jacket ) ) and ) ( khaki pants ) ) ) ) ( is ( walking ( through ( an ( European state ) ) ) ) ) ) 	3	9371
NEUTRAL	 ( ( A bike ) ( is ( being ( ridden ( over ( a monkey ) ) ) ) ) ) 	 ( ( A person ) ( is ( ( riding ( a ( dirt bike ) ) ) ( down ( a ( dirt hill ) ) ) ) ) ) 	2.8	9869
NEUTRAL	 ( ( A monkey ) ( is ( kicking ( at ( ( a ( person 's ) ) glove ) ) ) ) ) 	 ( ( The monkey ) ( is ( practicing ( martial arts ) ) ) ) 	3.6	3143
NEUTRAL	 ( ( ( ( A man ) and ) ( a woman ) ) ( are ( eating happily ) ) ) 	 ( ( A ( ( man and ) woman ) ) ( are talking ) ) 	2.6	2766
NEUTRAL	 ( man:A_man ( is ( playing flute ) ) ) 	 ( man:A_man ( is ( ( playing ( a game ) ) ( with ( a ball ) ) ) ) ) 	1.5	1302
NEUTRAL	 ( ( One man ) ( is ( ( climbing ( a cliff ) ) ( with rope:a_rope ) ) ) ) 	 ( ( A person ) ( is ( ( climbing ( a rock ) ) ( with ( ( rope:a_rope , ) ( which ( is pink ) ) ) ) ) ) ) 	4.6	651
NEUTRAL	 ( ( Few people ) ( are ( ( eating ( at ( ( red tables ) ( in restaurant:a_restaurant ) ) ) ) ( without lights ) ) ) ) 	 ( ( ( A ( large group ) ) ( of ( Asian people ) ) ) ( is ( eating ( at restaurant:a_restaurant ) ) ) ) 	2.6	185
ENTAILMENT	 ( ( The meat ) ( is ( being ( dropped a:into_a_pan ) ) ) ) 	 ( Someone ( is ( ( dropping ( the meat ) ) a:into_a_pan ) ) ) 	4.7	3626
NEUTRAL	 ( ( ( A ( man 's ) ) ( white car ) ) ( is ( being ( driven away ) ) ) ) 	 ( ( The man ) ( is ( granting ( an interview ) ) ) ) 	1.1	2096
NEUTRAL	 ( ( A baby ) ( is ( playing ( with ( a doll ) ) ) ) ) 	 ( ( A ( tiger cub ) ) ( is ( playing ( with ( a ball ) ) ) ) ) 	1.4	5745
ENTAILMENT	 ( ( A ( black dog ) ) running:is_running_in_the_grass ) 	 ( ( ( ( ( A dog ) , ) ( which ( is black ) ) ) , ) running:is_running_in_the_grass ) 	5	6280
NEUTRAL	 ( ( A horse ) ( is ( tossing ( ( the cowboy ) ( wearing ( pants ( of ( blue ( and ( red color ) ) ) ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( getting ( on ( ( a horse ) ( on ( ( a track ) ( laid ( in ( the wild ) ) ) ) ) ) ) ) ) ) 	2.1	980
NEUTRAL	 ( person:A_person ( is ( slicing ( an onion ) ) ) ) 	 ( person:A_person ( is ( cutting ( some ginger ) ) ) ) 	3	4823
NEUTRAL	 ( boy:A_boy_in_a_striped_shirt ( is ( jumping ( in ( front ( of water:a_water_fountain ) ) ) ) ) ) 	 ( boy:A_boy_in_a_striped_shirt ( is ( jumping ( behind water:a_water_fountain ) ) ) ) 	4.2	8362
ENTAILMENT	 ( boys:Two_boys ( are ( ( laying ( in ( the ( ocean close ) ) ) ) the:to_the_beach ) ) ) 	 ( boys:Two_boys ( are ( ( laying ( in ( the ( water close ) ) ) ) the:to_the_beach ) ) ) 	4.4	9069
NEUTRAL	 ( girl:A_girl ( is ( ( skipping rope ) ( on ( near ( a street ) ) ) ) ) ) 	 ( girl:A_girl ( is ( ( jumping rope ) ( on ( ( a sidewalk ) ( near ( a ( parking garage ) ) ) ) ) ) ) ) 	3.7	8792
NEUTRAL	 ( ( ( A talk ) ( about ( ( ( an adult ) and ) boy:a_boy ) ) ) ( is ( given the:in_the_amphitheater ) ) ) 	 ( ( An adult ) ( ( ( is the:in_the_amphitheater ) and ) ( is ( talking ( to boy:a_boy ) ) ) ) ) 	3.1	988
CONTRADICTION	 ( man:The_man ( is ( denying interview:an_interview ) ) ) 	 ( man:The_man ( is ( granting interview:an_interview ) ) ) 	3.2	2089
ENTAILMENT	 ( ( The and:black_and_white_dog ) ( is ( running ( in ( a ( green yard ) ) ) ) ) ) 	 ( ( A and:black_and_white_dog ) ( is ( running outdoors ) ) ) 	4.4	9433
NEUTRAL	 ( ( A ( karate practitioner ) ) ( is ( kicking ( at ( ( another man ) ( who ( is ( wearing ( protective ( boxing gloves ) ) ) ) ) ) ) ) ) ) 	 ( ( The man ) ( is ( ( kick boxing ) ( with ( a trainer ) ) ) ) ) 	4	2721
ENTAILMENT	 ( ( ( A girl:young_girl ) blue:in_blue ) jumping:is_jumping_in_the_air ) 	 ( ( ( The girl:young_girl ) blue:in_blue ) jumping:is_jumping_in_the_air ) 	5	7548
NEUTRAL	 ( ( Four children ) ( are ( doing ( backbends ( in ( the gym ) ) ) ) ) ) 	 ( ( Four girls ) ( are ( ( ( doing backbends ) and ) ( playing outdoors ) ) ) ) 	3.8	105
ENTAILMENT	 ( ( Some cameras ) ( are ( being ( burned ( by ( ( a person ) ( with ( a ( blow torch ) ) ) ) ) ) ) ) ) 	 ( ( The person ) ( is ( ( setting fire ) ( to ( the cameras ) ) ) ) ) 	4.2	2364
NEUTRAL	 ( ( ( ( ( Two children ) , ) ( who ( are small ) ) ) , ) ( are ( playing ( with ( ( a ( toy car ) ) ( in ( the street ) ) ) ) ) ) ) 	 ( ( A father ) ( is ( ( pushing ( his daughter ) ) ( on ( ( ( a go-kart ) and ) ( ( another girl ) ( is watching ) ) ) ) ) ) ) 	2.2	6849
NEUTRAL	 ( person:A_person ( is ( ( cutting ( an onion ) ) pieces:into_pieces ) ) ) 	 ( person:A_person ( is ( ( slicing ( a carrot ) ) pieces:into_pieces ) ) ) 	3.4	2385
NEUTRAL	 ( person:A_person ( is ( standing ( near ( a motorcycle ) ) ) ) ) 	 ( person:A_person ( is ( chopping ( an onion ) ) ) ) 	1.2	1390
NEUTRAL	 ( ( A ( blond girl ) ) ( is ( looking ( at ( the waves ) ) ) ) ) 	 ( ( A lady ) ( is ( ( ( surfing and ) riding ) ( a wave ) ) ) ) 	3.3	450
NEUTRAL	 ( woman:A_woman ( is ( ( resting fingers:her_fingers ) a:on_a_table ) ) ) 	 ( woman:A_woman ( is ( ( tapping fingers:her_fingers ) a:on_a_table ) ) ) 	4.1	2229
NEUTRAL	 ( ( boy:A_boy ( wearing ( a ( striped shirt ) ) ) ) ( is ( ( running barefoot ) ( on ( the ( sandy hill ) ) ) ) ) ) 	 ( boy:A_boy ( is ( running ( through ( the sand ) ) ) ) ) 	3.9	9722
NEUTRAL	 ( ( An onion ) ( is ( being ( sliced ( by ( a woman ) ) ) ) ) ) 	 ( ( The woman ) ( is ( cutting ( a carrot ) ) ) ) 	2.4	2932
NEUTRAL	 ( ( ( The rider ) ( dressed ( in orange ) ) ) ( is ( driving ( ( a motorcycle ) ( on ( one wheel ) ) ) ) ) ) 	 ( ( ( A man ) ( on ( a ( yellow ( sport bike ) ) ) ) ) ( is ( ( doing ( ( ( a wheelie ) and ) ( a friend ) ) ) ( on ( ( a ( black bike ) ) ( is ( catching up ) ) ) ) ) ) ) 	2.8	9545
NEUTRAL	 ( ( ( A group ) ( of ( students ( in uniforms ) ) ) ) ( is ( ( listening attentively ) ( at ( ( the front ) ( of ( the class ) ) ) ) ) ) ) 	 ( ( ( A classroom ) ( full ( of students ) ) ) ( is ( ( looking attentively ) ( in ( ( the ( same direction ) ) ( inside ( a ( bamboo structure ) ) ) ) ) ) ) ) 	2.8	6673
NEUTRAL	 ( man:A_man ( is ( ( walking down ) road:a_road ) ) ) 	 ( man:A_man ( is ( stopping ( in ( ( the middle ) ( of road:a_road ) ) ) ) ) ) 	3.2	3855
NEUTRAL	 ( girl:The_girl ( is ( cheering ( ( the man ) the:in_the_blue_and_white_uniform ) ) ) ) 	 ( ( girl:The_girl the:in_the_blue_and_white_uniform ) ( is cheering ) ) 	3.1	882
NEUTRAL	 ( ( ( A ( young girl ) ) ( with ( painted face ) ) ) ( is ( ( standing next ) ( to ( some ( other children ) ) ) ) ) ) 	 ( Children ( are ( ( ( being ( dressed ( in costumes ) ) ) and ) ( playing ( a game ) ) ) ) ) 	3.1	8313
NEUTRAL	 ( people:Two_people ( are ( sitting ( on ( park:a_park_bench ( on ( a ( hot day ) ) ) ) ) ) ) ) 	 ( people:Two_people ( are ( sitting ( on ( park:a_park_bench ( on ( a ( sunny day ) ) ) ) ) ) ) ) 	4.3	8505
NEUTRAL	 ( ( A ( white man ) ) ( is ( staging ( ( ( a hat ) and ) ( a guitar:playing_guitar ) ) ) ) ) 	 ( ( ( A man ) ( in ( a ( white hat ) ) ) ) ( is ( guitar:playing_guitar ( on stage ) ) ) ) 	3	6961
