%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
NEUTRAL	 ( ( A person ) ( is ( cutting ( some ginger ) ) ) ) 	 ( ( An onion ) ( is ( being ( sliced ( by ( a person ) ) ) ) ) ) 	2.8	4819
NEUTRAL	 ( ( A person ) ( is ( cutting ( some ginger ) ) ) ) 	 ( There ( is ( ( no person ) ( slicing ( an onion ) ) ) ) ) 	2.9	4820
NEUTRAL	 ( person:A_person ( is ( slicing ( an onion ) ) ) ) 	 ( person:A_person ( is ( slicing ( some ginger ) ) ) ) 	2.8	4821
NEUTRAL	 ( There ( is ( ( no person ) ( cutting ( some ginger ) ) ) ) ) 	 ( ( A person ) ( is ( slicing ( an onion ) ) ) ) 	2.1	4822
CONTRADICTION	 ( man:A_man ( ( is not ) a:cutting_a_potato ) ) 	 ( man:A_man ( is a:cutting_a_potato ) ) 	3.6	4825
ENTAILMENT	 ( man:A_man ( is ( ( slicing potato:a_potato ) pieces:into_pieces ) ) ) 	 ( man:A_man ( is ( ( cutting potato:a_potato ) pieces:into_pieces ) ) ) 	4.6	4826
ENTAILMENT	 ( man:A_man ( is ( ( slicing potato:a_potato ) ( into pieces ) ) ) ) 	 ( man:A_man ( is ( cutting potato:a_potato ) ) ) 	4.7	4832
NEUTRAL	 ( girl:A_girl ( is ( styling hair:her_hair ) ) ) 	 ( girl:A_girl ( is ( ( messing up ) hair:her_hair ) ) ) 	3.2	4836
NEUTRAL	 ( girl:A_girl ( is ( doing ( a manicure ) ) ) ) 	 ( girl:A_girl ( is ( styling ( her hair ) ) ) ) 	2	4839
ENTAILMENT	 ( man:A_man ( is ( ( opening box:a_box ) ( with ( a knife ) ) ) ) ) 	 ( man:A_man ( is ( using ( a ( knife ( to ( open box:a_box ) ) ) ) ) ) ) 	4.835	4842
ENTAILMENT	 ( ( A man ) ( is ( playing ( a guitar ) ) ) ) 	 ( ( A guitar ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	5	4844
CONTRADICTION	 ( There ( is ( ( no man ) a:playing_a_guitar ) ) ) 	 ( ( A man ) ( is a:playing_a_guitar ) ) 	3.9	4845
NEUTRAL	 ( ( A man ) ( is ( ( opening ( a box ) ) ( with ( a knife ) ) ) ) ) 	 ( There ( is ( ( no man ) ( playing ( a guitar ) ) ) ) ) 	1	4847
NEUTRAL	 ( man:A_man ( is ( using ( a ( knife ( to ( open ( a box ) ) ) ) ) ) ) ) 	 ( man:A_man ( is ( playing ( a guitar ) ) ) ) 	1.3	4848
NEUTRAL	 ( There ( is ( ( no man ) ( ( opening ( a box ) ) ( with ( a knife ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( a guitar ) ) ) ) 	1.2	4849
ENTAILMENT	 ( ( A man ) ( is ( playing ( an keyboard:electronic_keyboard ) ) ) ) 	 ( ( An keyboard:electronic_keyboard ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	4.9	4853
NEUTRAL	 ( ( A band ) ( is ( playing ( some instruments ) ) ) ) 	 ( ( An ( electronic keyboard ) ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	3.1	4855
NEUTRAL	 ( ( Some instruments ) ( are ( being ( played ( by ( a band ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( an ( electronic keyboard ) ) ) ) ) 	3	4857
NEUTRAL	 ( ( A band ) ( ( is not ) ( playing ( some instruments ) ) ) ) 	 ( ( A man ) ( is ( playing ( an ( electronic keyboard ) ) ) ) ) 	3.4	4858
NEUTRAL	 ( ( A band ) ( is ( playing ( some instruments ) ) ) ) 	 ( ( A man ) ( is ( playing ( an ( electronic keyboard ) ) ) ) ) 	3.7	4859
ENTAILMENT	 ( ( A man ) dancing:is_dancing ) 	 ( ( A person ) dancing:is_dancing ) 	4.4	4860
CONTRADICTION	 ( ( A woman ) ( is exercising ) ) 	 ( There ( is ( ( no woman ) exercising ) ) ) 	3.5	4863
NEUTRAL	 ( ( A woman ) ( is exercising ) ) 	 ( ( A man ) ( ( is not ) dancing ) ) 	1.2	4867
ENTAILMENT	 ( woman:A_woman ( is ( cutting potatoes ) ) ) 	 ( woman:A_woman ( is ( slicing potatoes ) ) ) 	4.9	4869
CONTRADICTION	 ( woman:A_woman ( ( is not ) carrots:slicing_carrots ) ) 	 ( woman:A_woman ( is carrots:slicing_carrots ) ) 	4.4	4872
NEUTRAL	 ( woman:A_woman ( ( is not ) ( slicing carrots ) ) ) 	 ( woman:A_woman ( is ( cutting potatoes ) ) ) 	3.2	4874
NEUTRAL	 ( woman:A_woman ( is ( cutting potatoes ) ) ) 	 ( woman:A_woman ( is ( slicing carrots ) ) ) 	3.6	4877
CONTRADICTION	 ( There ( is ( ( no man ) vegetables:mixing_vegetables_in_a_pot ) ) ) 	 ( ( A man ) ( is vegetables:mixing_vegetables_in_a_pot ) ) 	3.8	4879
ENTAILMENT	 ( person:A_person ( is ( stirring ( vegetables ( in ( a pot ) ) ) ) ) ) 	 ( person:A_person ( is ( stirring ( vegetables ( in ( a bowl ) ) ) ) ) ) 	4.3	4880
CONTRADICTION	 ( person:A_person ( ( is not ) vegetables:stirring_vegetables_in_a_pot ) ) 	 ( person:A_person ( is vegetables:stirring_vegetables_in_a_pot ) ) 	3.8	4881
NEUTRAL	 ( ( A person ) ( is ( stirring ( vegetables ( in ( a bowl ) ) ) ) ) ) 	 ( ( A man ) ( is ( mixing ( vegetables ( in ( a pot ) ) ) ) ) ) 	4	4882
NEUTRAL	 ( ( A person ) ( ( is not ) ( stirring in:vegetables_in_a_pot ) ) ) 	 ( ( A man ) ( is ( mixing in:vegetables_in_a_pot ) ) ) 	3.7	4883
NEUTRAL	 ( ( A person ) ( is ( stirring in:vegetables_in_a_pot ) ) ) 	 ( There ( is ( ( no man ) ( mixing in:vegetables_in_a_pot ) ) ) ) 	3.2	4885
ENTAILMENT	 ( ( A man ) ( is ( mixing in:vegetables_in_a_pot ) ) ) 	 ( ( A person ) ( is ( stirring in:vegetables_in_a_pot ) ) ) 	4.7	4886
CONTRADICTION	 ( ( A man ) ( is pull-ups:doing_pull-ups ) ) 	 ( There ( is ( ( no man ) pull-ups:doing_pull-ups ) ) ) 	4.2	4888
ENTAILMENT	 ( man:A_man ( is ( sharpening ( a knife ) ) ) ) 	 ( man:A_man ( is ( sharpening ( a weapon ) ) ) ) 	4.4	4898
NEUTRAL	 ( man:A_man ( is ( sharpening ( a weapon ) ) ) ) 	 ( man:A_man ( is ( carrying ( a woman ) ) ) ) 	1.5	4900
NEUTRAL	 ( There ( is ( ( no man ) ( sharpening ( a knife ) ) ) ) ) 	 ( ( A man ) ( is ( carrying ( a woman ) ) ) ) 	1.2	4901
NEUTRAL	 ( ( A man ) ( is ( sharpening ( a knife ) ) ) ) 	 ( There ( is ( ( no man ) ( carrying ( a woman ) ) ) ) ) 	1.3	4903
NEUTRAL	 ( baby:A_baby ( is ( toddling happily ) ) ) 	 ( baby:A_baby ( is ( crawling happily ) ) ) 	3.9	4905
NEUTRAL	 ( ( A cat ) ( is ( walking ( on ( a ( hardwood floor ) ) ) ) ) ) 	 ( ( A baby ) ( is ( toddling happily ) ) ) 	1.2	4911
NEUTRAL	 ( ( A baby ) ( ( is not ) ( crawling happily ) ) ) 	 ( ( A cat ) ( is ( walking ( on ( a ( hardwood floor ) ) ) ) ) ) 	1.1	4912
NEUTRAL	 ( ( A baby ) ( is ( crawling happily ) ) ) 	 ( ( A cat ) ( is ( walking ( on ( a ( hardwood floor ) ) ) ) ) ) 	1.1	4913
NEUTRAL	 ( man:A_man ( is ( ( ( singing and ) playing ) ( a ( musical instrument ) ) ) ) ) 	 ( man:A_man ( is ( playing ( a guitar ) ) ) ) 	4.2	4918
NEUTRAL	 ( ( A man ) ( is ( playing guitar:a_guitar ) ) ) 	 ( There ( is ( no ( man ( ( ( singing and ) playing ) guitar:a_guitar ) ) ) ) ) 	4	4919
CONTRADICTION	 ( There ( is ( ( no man ) ( playing guitar:a_guitar ) ) ) ) 	 ( ( A man ) ( is ( ( ( singing and ) playing ) guitar:a_guitar ) ) ) 	4.1	4921
ENTAILMENT	 ( man:A_man ( is ( ( ( singing and ) playing ) guitar:a_guitar ) ) ) 	 ( man:A_man ( is ( playing guitar:a_guitar ) ) ) 	4.2	4922
CONTRADICTION	 ( Someone ( is ingredients:putting_ingredients_into_a_wok ) ) 	 ( Someone ( ( is not ) ingredients:putting_ingredients_into_a_wok ) ) 	3.4	4926
NEUTRAL	 ( ( A person ) ( is ( cutting ( garlic ( into ( pieces ( with ( a knife ) ) ) ) ) ) ) ) 	 ( Someone ( ( is not ) ( ( putting ingredients ) ( into ( a wok ) ) ) ) ) 	1.9	4928
NEUTRAL	 ( ( A person ) ( is ( slicing ( garlic ( into ( pieces ( with ( a knife ) ) ) ) ) ) ) ) 	 ( Someone ( is ( ( putting ingredients ) ( into ( a wok ) ) ) ) ) 	2.8	4929
NEUTRAL	 ( officer:An_officer ( is ( talking ( to ( the recruits ) ) ) ) ) 	 ( officer:An_officer ( is ( talking ( to ( the soldiers ) ) ) ) ) 	4.2	4932
NEUTRAL	 ( officer:An_officer ( is ( talking the:to_the_recruits ) ) ) 	 ( officer:An_officer ( is ( listening the:to_the_recruits ) ) ) 	3.2	4933
NEUTRAL	 ( ( The officer:military_officer ) ( is ( barking ( at ( the recruits ) ) ) ) ) 	 ( ( The recruits ) ( are ( barking ( at ( the officer:military_officer ) ) ) ) ) 	3.3	4937
NEUTRAL	 ( ( The ( military officer ) ) ( is ( shouting ( at recruits:the_recruits ) ) ) ) 	 ( ( An officer ) ( is ( talking ( to recruits:the_recruits ) ) ) ) 	4.2	4938
NEUTRAL	 ( ( An officer ) ( is ( talking ( to ( the recruits ) ) ) ) ) 	 ( ( The recruits ) ( are ( barking ( at ( the ( military officer ) ) ) ) ) ) 	2.885	4940
ENTAILMENT	 ( ( The ( military officer ) ) ( is ( barking ( at ( the recruits ) ) ) ) ) 	 ( ( An officer ) ( is ( talking ( to ( the soldiers ) ) ) ) ) 	4.1	4941
NEUTRAL	 ( ( The ( military officer ) ) ( is ( barking ( at recruits:the_recruits ) ) ) ) 	 ( ( An officer ) ( is ( listening ( to recruits:the_recruits ) ) ) ) 	3.3	4942
ENTAILMENT	 ( ( The ( military officer ) ) ( is ( barking ( at recruits:the_recruits ) ) ) ) 	 ( ( An officer ) ( is ( talking ( to recruits:the_recruits ) ) ) ) 	4.385	4944
CONTRADICTION	 ( baby:A_baby_elephant ( ( is not ) a:eating_a_small_tree ) ) 	 ( baby:A_baby_elephant ( is a:eating_a_small_tree ) ) 	3.6	4946
NEUTRAL	 ( little:A_little_girl ( is ( selling scooter:a_scooter ) ) ) 	 ( little:A_little_girl ( is ( peddling scooter:a_scooter ) ) ) 	3.8	4947
CONTRADICTION	 ( There ( is ( ( no girl:little_girl ) a:peddling_a_scooter ) ) ) 	 ( ( A girl:little_girl ) ( is a:peddling_a_scooter ) ) 	4	4948
NEUTRAL	 ( ( A ( baby elephant ) ) ( is ( eating ( a ( small tree ) ) ) ) ) 	 ( ( A ( little girl ) ) ( is ( selling ( a scooter ) ) ) ) 	1	4949
NEUTRAL	 ( ( A ( baby elephant ) ) ( is ( eating ( a ( small tree ) ) ) ) ) 	 ( There ( is ( ( no ( little girl ) ) ( peddling ( a scooter ) ) ) ) ) 	1	4950
NEUTRAL	 ( ( A ( little girl ) ) ( is ( peddling ( a scooter ) ) ) ) 	 ( ( A ( small tree ) ) ( is ( being ( eaten ( by ( a ( baby elephant ) ) ) ) ) ) ) 	1	4951
NEUTRAL	 ( ( A ( little girl ) ) ( is ( peddling ( a scooter ) ) ) ) 	 ( ( A ( baby elephant ) ) ( is ( eating ( a ( small tree ) ) ) ) ) 	1	4953
ENTAILMENT	 ( child:A_child_is_walking_down_the_street_and ( jeep:a_jeep ( is ( pulling up ) ) ) ) 	 ( child:A_child_is_walking_down_the_street_and ( jeep:a_jeep ( is stopping ) ) ) 	4.4	4954
CONTRADICTION	 ( man:A_man_in_a_car ( is ( ( up:pulling_up ( beside ( woman:a_woman ( that ( is who ) ) ) ) ) a:along_a_road ) ) ) 	 ( man:A_man_in_a_car ( ( is not ) ( up:pulling_up ( beside ( woman:a_woman ( who ( is ( walking a:along_a_road ) ) ) ) ) ) ) ) 	3.2	4957
NEUTRAL	 ( ( ( A man ) ( in ( a car ) ) ) ( ( is not ) ( up:pulling_up ( beside ( ( a woman ) ( who ( is ( walking ( along ( a road ) ) ) ) ) ) ) ) ) ) 	 ( ( ( ( A child ) ( is ( ( walking down ) ( the street ) ) ) ) and ) ( ( a jeep ) ( is up:pulling_up ) ) ) 	2.7	4959
NEUTRAL	 ( ( ( A man ) ( in ( a car ) ) ) ( is ( ( ( pulling up ) ( beside ( ( a woman ) ( that ( is who ) ) ) ) ) ( along ( a road ) ) ) ) ) 	 ( ( ( ( A child ) ( is ( ( walking down ) ( the street ) ) ) ) and ) ( ( a jeep ) ( is stopping ) ) ) 	2	4960
NEUTRAL	 ( ( ( ( A child ) ( is ( ( walking down ) ( the street ) ) ) ) and ) ( ( a jeep ) ( ( is not ) up:pulling_up ) ) ) 	 ( ( ( A man ) ( in ( a car ) ) ) ( is ( ( up:pulling_up ( beside ( ( a woman ) ( that ( is who ) ) ) ) ) ( along ( a road ) ) ) ) ) 	2.2	4961
CONTRADICTION	 ( woman:A_woman ( ( is not ) garlic:chopping_garlic ) ) 	 ( woman:A_woman ( is garlic:chopping_garlic ) ) 	3.1	4964
ENTAILMENT	 ( woman:A_woman ( is ( cutting fish:a_fish ) ) ) 	 ( woman:A_woman ( is ( slicing fish:a_fish ) ) ) 	5	4965
NEUTRAL	 ( woman:A_woman ( is ( cutting ( a fish ) ) ) ) 	 ( woman:A_woman ( is ( chopping garlic ) ) ) 	3.2	4967
NEUTRAL	 ( ( A woman ) ( is ( chopping garlic ) ) ) 	 ( There ( is ( ( no woman ) ( slicing ( a fish ) ) ) ) ) 	2	4968
NEUTRAL	 ( woman:A_woman ( is ( slicing ( a fish ) ) ) ) 	 ( woman:A_woman ( ( is not ) ( chopping garlic ) ) ) 	2.4	4970
NEUTRAL	 ( woman:A_woman ( is ( slicing ( a fish ) ) ) ) 	 ( woman:A_woman ( is ( chopping garlic ) ) ) 	2.535	4971
ENTAILMENT	 ( Someone ( is ( holding ( a hedgehog ) ) ) ) 	 ( Someone ( is ( holding ( a ( small animal ) ) ) ) ) 	4.45	4974
CONTRADICTION	 ( Nobody holding:is_holding_a_hedgehog ) 	 ( Someone holding:is_holding_a_hedgehog ) 	4.2	4975
NEUTRAL	 ( Nobody ( is ( holding ( a hedgehog ) ) ) ) 	 ( ( An onion ) ( is ( being sliced ) ) ) 	1	4977
NEUTRAL	 ( ( An onion ) ( is ( being chopped ) ) ) 	 ( Someone ( is ( holding ( a hedgehog ) ) ) ) 	1	4978
ENTAILMENT	 ( Something ( is ( being ( fried ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( frying something ) ) ) 	4.8	4981
CONTRADICTION	 ( There ( is ( ( no woman ) something:frying_something ) ) ) 	 ( ( A woman ) ( is something:frying_something ) ) 	3.6	4982
NEUTRAL	 ( ( A woman ) ( is ( frying something ) ) ) 	 ( ( A horse ) ( is ( being ( ridden ( by ( a woman ) ) ) ) ) ) 	1.4	4985
NEUTRAL	 ( woman:A_woman ( is ( riding ( a horse ) ) ) ) 	 ( woman:A_woman ( is ( frying something ) ) ) 	1.5	4989
ENTAILMENT	 ( ( An email ) ( is ( being ( read ( by ( a man ) ) ) ) ) ) 	 ( ( A man ) ( is ( reading ( an email ) ) ) ) 	4.8	4990
CONTRADICTION	 ( ( A man ) ( is an:reading_an_email ) ) 	 ( There ( is ( ( no man ) an:reading_an_email ) ) ) 	3.7	4991
ENTAILMENT	 ( ( A person ) ( is ( peeling ( a banana ) ) ) ) 	 ( ( A banana ) ( is ( being ( peeled ( by ( a person ) ) ) ) ) ) 	4.9	4992
NEUTRAL	 ( ( An email ) ( is ( being ( read ( by ( a man ) ) ) ) ) ) 	 ( ( A person ) ( is ( peeling ( a banana ) ) ) ) 	1	4996
NEUTRAL	 ( ( A person ) ( is ( peeling ( a banana ) ) ) ) 	 ( There ( is ( ( no man ) ( reading ( an email ) ) ) ) ) 	1.1	4997
NEUTRAL	 ( ( A man ) ( is ( reading ( an email ) ) ) ) 	 ( ( A person ) ( is ( peeling ( a banana ) ) ) ) 	1	4998
NEUTRAL	 ( ( A ( big cat ) ) ( ( ( is a:opening_a_plastic_drawer_with_its_paws ) and ) ( is inside:jumping_inside ) ) ) 	 ( ( A ( small cat ) ) ( is ( ( a:opening_a_plastic_drawer_with_its_paws and ) inside:jumping_inside ) ) ) 	3.9	5000
NEUTRAL	 ( ( A dog ) opening:is_opening_a_drawer_and_climbing_inside ) 	 ( ( A cat ) opening:is_opening_a_drawer_and_climbing_inside ) 	4.1	5002
ENTAILMENT	 ( ( A ( big cat ) ) ( ( ( is ( opening ( drawer:a_drawer ( ( made ( of plastic ) ) ( with ( its paws ) ) ) ) ) ) and ) ( is ( jumping inside ) ) ) ) 	 ( ( A cat ) ( is ( ( ( opening drawer:a_drawer ) and ) ( climbing inside ) ) ) ) 	4.2	5005
ENTAILMENT	 ( ( A ( big cat ) ) ( ( ( is ( ( opening ( a ( plastic drawer ) ) ) ( with ( its paws ) ) ) ) and ) ( is ( jumping inside ) ) ) ) 	 ( ( A cat ) ( is ( ( ( opening ( a drawer ) ) and ) ( climbing inside ) ) ) ) 	4.4	5007
ENTAILMENT	 ( ( An onion ) ( is ( being ( sliced ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( slicing ( an onion ) ) ) ) 	4.9	5010
CONTRADICTION	 ( ( A woman ) ( is an:slicing_an_onion ) ) 	 ( There ( is ( ( no woman ) an:slicing_an_onion ) ) ) 	3.2	5011
NEUTRAL	 ( ( A man ) ( is ( cutting ( an onion ) ) ) ) 	 ( ( An onion ) ( is ( being ( sliced ( by ( a woman ) ) ) ) ) ) 	3.8	5012
NEUTRAL	 ( ( A man ) ( is ( chopping onion:an_onion ) ) ) 	 ( ( A woman ) ( is ( slicing onion:an_onion ) ) ) 	3.5	5014
NEUTRAL	 ( There ( is ( ( no man ) ( cutting onion:an_onion ) ) ) ) 	 ( ( A woman ) ( is ( slicing onion:an_onion ) ) ) 	3.6	5015
ENTAILMENT	 ( ( A woman ) ( is ( painting ( ( a 's:man_'s ) face ) ) ) ) 	 ( ( ( A 's:man_'s ) face ) ( is ( being ( painted ( by ( a woman ) ) ) ) ) ) 	4.9	5017
NEUTRAL	 ( woman:A_woman ( is ( painting man:a_man_'s_face ) ) ) 	 ( woman:A_woman ( is ( cleaning man:a_man_'s_face ) ) ) 	3.9	5018
ENTAILMENT	 ( ( A woman ) ( is ( painting ( ( a ( man 's ) ) face ) ) ) ) 	 ( Makeup ( is ( being ( ( put ( on ( the man ) ) ) ( by ( the woman ) ) ) ) ) ) 	4.1	5022
NEUTRAL	 ( ( The woman ) ( ( is not ) ( ( putting makeup ) ( on ( the man ) ) ) ) ) 	 ( ( A woman ) ( is ( painting ( ( a ( man 's ) ) face ) ) ) ) 	3.2	5023
ENTAILMENT	 ( ( The woman ) ( is ( ( putting makeup ) ( on ( the man ) ) ) ) ) 	 ( ( ( A ( man 's ) ) face ) ( is ( being ( painted ( by ( a woman ) ) ) ) ) ) 	4.5	5024
NEUTRAL	 ( ( A woman ) ( is ( cleaning ( ( a ( man 's ) ) face ) ) ) ) 	 ( ( The woman ) ( is ( ( putting makeup ) ( on ( the man ) ) ) ) ) 	2.7	5025
NEUTRAL	 ( ( A man ) ( is ( painting ( ( a ( woman 's ) ) face ) ) ) ) 	 ( ( The woman ) ( is ( ( putting makeup ) ( on ( the man ) ) ) ) ) 	2.5	5026
ENTAILMENT	 ( ( The woman ) ( is ( ( putting makeup ) ( on ( the man ) ) ) ) ) 	 ( ( A woman ) ( is ( painting ( ( a ( man 's ) ) face ) ) ) ) 	4.4	5027
CONTRADICTION	 ( man:The_man ( is on:talking_on_the_telephone ) ) 	 ( man:The_man ( ( is n't ) on:talking_on_the_telephone ) ) 	3.3	5031
NEUTRAL	 ( man:The_man ( is ( talking ( about telephone:the_telephone ) ) ) ) 	 ( man:The_man ( is ( talking ( on telephone:the_telephone ) ) ) ) 	3.6	5032
ENTAILMENT	 ( man:The_man ( is ( talking ( on ( the phone ) ) ) ) ) 	 ( man:The_man ( is ( speaking ( on ( the telephone ) ) ) ) ) 	4.8	5033
CONTRADICTION	 ( man:The_man ( ( is not ) ( talking ( on ( the phone ) ) ) ) ) 	 ( man:The_man ( is ( talking ( on ( the telephone ) ) ) ) ) 	3.7	5037
ENTAILMENT	 ( man:A_man ( is ( slicing onions ) ) ) 	 ( man:A_man ( is ( cutting onions ) ) ) 	4.9	5039
CONTRADICTION	 ( There ( is ( ( no man ) onions:cutting_onions ) ) ) 	 ( ( A man ) ( is onions:cutting_onions ) ) 	3	5040
NEUTRAL	 ( ( A woman ) ( is ( cutting ( an onion ) ) ) ) 	 ( ( A man ) ( is ( slicing onions ) ) ) 	3.7	5045
NEUTRAL	 ( There ( is ( ( no man ) ( cutting onions ) ) ) ) 	 ( ( A woman ) ( is ( cutting ( an onion ) ) ) ) 	2.7	5046
ENTAILMENT	 ( ( A man ) ( is ( cutting ( an onion ) ) ) ) 	 ( ( An onion ) ( is ( being ( cut ( by ( a man ) ) ) ) ) ) 	4.9	5048
CONTRADICTION	 ( man:A_man ( ( is not ) an:cutting_an_onion ) ) 	 ( man:A_man ( is an:cutting_an_onion ) ) 	4.2	5049
ENTAILMENT	 ( ( A door ) ( is ( being ( opened ( by ( a man ) ) ) ) ) ) 	 ( ( A man ) ( is ( opening ( a door ) ) ) ) 	5	5050
NEUTRAL	 ( ( A man ) ( is ( cutting ( an onion ) ) ) ) 	 ( There ( is ( ( no man ) ( opening ( a door ) ) ) ) ) 	1.1	5053
NEUTRAL	 ( man:A_man ( is ( opening ( a door ) ) ) ) 	 ( man:A_man ( is ( cutting ( an onion ) ) ) ) 	1	5056
CONTRADICTION	 ( There ( is ( ( no man ) a:cutting_a_potato ) ) ) 	 ( ( A man ) ( is a:cutting_a_potato ) ) 	3.7	5058
CONTRADICTION	 ( ( A man ) ( is a:slicing_a_potato ) ) 	 ( There ( is ( ( no man ) a:slicing_a_potato ) ) ) 	3.5	5060
CONTRADICTION	 ( ( A man ) ( is ( slicing potato:a_potato ) ) ) 	 ( There ( is ( ( no man ) ( cutting potato:a_potato ) ) ) ) 	3.4	5064
NEUTRAL	 ( ( A woman ) ( is ( frying ( something ( in ( a pan ) ) ) ) ) ) 	 ( ( The guitar ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	1.1	5072
NEUTRAL	 ( ( A woman ) ( is ( frying ( something ( in ( a pan ) ) ) ) ) ) 	 ( ( A man ) ( ( is not ) ( playing ( the guitar ) ) ) ) 	1	5073
NEUTRAL	 ( ( A man ) ( is ( playing ( the guitar ) ) ) ) 	 ( ( A woman ) ( is ( frying ( something ( in ( a pan ) ) ) ) ) ) 	1	5074
CONTRADICTION	 ( ( A woman ) ( is the:playing_the_violin ) ) 	 ( There ( is ( ( no woman ) the:playing_the_violin ) ) ) 	3.6	5078
NEUTRAL	 ( ( The violin ) ( is ( being ( played ( by ( a woman ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( the piano ) ) ) ) 	2.7	5079
NEUTRAL	 ( ( A man ) ( is ( playing ( the piano ) ) ) ) 	 ( There ( is ( ( no woman ) ( playing ( the violin ) ) ) ) ) 	2.3	5080
NEUTRAL	 ( ( The piano ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	 ( ( A woman ) ( is ( playing ( the violin ) ) ) ) 	1.9	5081
NEUTRAL	 ( ( A man ) ( is ( playing ( the piano ) ) ) ) 	 ( ( A woman ) ( is ( playing ( the violin ) ) ) ) 	2.5	5083
CONTRADICTION	 ( ( A man ) ( is ( fishing the:in_the_river ) ) ) 	 ( There ( is ( ( no ( man fishing ) ) the:in_the_river ) ) ) 	3.5	5085
NEUTRAL	 ( man:A_man ( is ( and:singing_and_walking ( down ( the road ) ) ) ) ) 	 ( man:A_man ( is ( and:singing_and_walking ( down ( the sidewalk ) ) ) ) ) 	4.1	5086
NEUTRAL	 ( man:A_man ( is ( ( ( singing and ) standing ) ( on ( the sidewalk ) ) ) ) ) 	 ( man:A_man ( is ( fishing ( in ( the river ) ) ) ) ) 	1.1	5089
NEUTRAL	 ( There ( is ( ( no ( man fishing ) ) ( in ( the river ) ) ) ) ) 	 ( ( A man ) ( is ( ( ( singing and ) walking ) ( down ( the sidewalk ) ) ) ) ) 	1.8	5091
NEUTRAL	 ( man:A_man ( is ( fishing ( in ( the river ) ) ) ) ) 	 ( man:A_man ( is ( ( ( singing and ) walking ) ( down ( the sidewalk ) ) ) ) ) 	1.9	5092
NEUTRAL	 ( woman:A_woman ( is ( eating piece:a_piece_of_meat ) ) ) 	 ( woman:A_woman ( is ( seasoning piece:a_piece_of_meat ) ) ) 	3.6	5096
NEUTRAL	 ( ( A man ) ( is ( ( loading ( a rifle ) ) ( with bullets ) ) ) ) 	 ( ( A woman ) ( is ( seasoning ( a ham ) ) ) ) 	1	5097
NEUTRAL	 ( There ( is ( ( no man ) ( ( loading ( a rifle ) ) ( with bullets ) ) ) ) ) 	 ( ( A woman ) ( is ( seasoning ( ( a piece ) ( of meat ) ) ) ) ) 	1	5100
ENTAILMENT	 ( ( Some food ) ( is ( being ( prepared ( by ( a chef ) ) ) ) ) ) 	 ( ( A chef ) ( is ( preparing ( some food ) ) ) ) 	4.815	5102
CONTRADICTION	 ( ( A chef ) ( is a:preparing_a_meal ) ) 	 ( There ( is ( ( no chef ) a:preparing_a_meal ) ) ) 	3.2	5105
CONTRADICTION	 ( There ( is ( ( no chef ) ( preparing ( a meal ) ) ) ) ) 	 ( ( A chef ) ( is ( preparing ( some food ) ) ) ) 	3.985	5107
NEUTRAL	 ( chef:A_chef ( is ( discarding ( some food ) ) ) ) 	 ( chef:A_chef ( is ( preparing ( a meal ) ) ) ) 	3.2	5109
CONTRADICTION	 ( sumo:Two_sumo_ringers ( ( are not ) fighting ) ) 	 ( sumo:Two_sumo_ringers ( are fighting ) ) 	4.1	5114
NEUTRAL	 ( ( Two ( sumo wrestlers ) ) ( are fighting ) ) 	 ( ( A man ) ( is ( riding ( ( a ( water toy ) ) ( in ( the water ) ) ) ) ) ) 	1	5115
NEUTRAL	 ( ( A man ) ( is ( riding ( ( a ( water toy ) ) ( in ( the water ) ) ) ) ) ) 	 ( ( Two ( sumo ringers ) ) ( ( are not ) fighting ) ) 	1	5116
NEUTRAL	 ( ( Two ( sumo ringers ) ) ( are fighting ) ) 	 ( ( A man ) ( is ( playing ( with ( ( a ( water toy ) ) ( in ( the water ) ) ) ) ) ) ) 	1	5117
CONTRADICTION	 ( There ( is ( ( no person ) a:playing_a_piano ) ) ) 	 ( ( A person ) ( is a:playing_a_piano ) ) 	3.7	5121
CONTRADICTION	 ( ( A person ) ( is a:slicing_a_potato ) ) 	 ( There ( is ( ( no person ) a:slicing_a_potato ) ) ) 	2.9	5123
NEUTRAL	 ( ( A potato ) ( is ( being ( sliced ( by ( a person ) ) ) ) ) ) 	 ( ( A person ) ( is ( playing ( a piano ) ) ) ) 	1.185	5124
NEUTRAL	 ( ( A person ) ( is ( playing ( a piano ) ) ) ) 	 ( There ( is ( ( no person ) ( slicing ( a potato ) ) ) ) ) 	1.1	5125
NEUTRAL	 ( There ( is ( ( no person ) ( playing ( a piano ) ) ) ) ) 	 ( ( A person ) ( is ( slicing ( a potato ) ) ) ) 	1.2	5127
